Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Visibility_MeanRatio,Item_Type_Combined,Outlet_Years,Avg_sales_product
DRI01,7.97,Low Fat,0.034647829,Soft Drinks,171.2422,OUT017,2007,Small,Tier 2,Supermarket Type1,3103.9596,0.7401053968163769,Drinks,6,
FDD50,18.85,Low Fat,0.142219209,Canned,167.6132,OUT018,2009,Medium,Tier 3,Supermarket Type2,1522.0188,1.0032966056445005,Food,4,
FDJ08,11.1,Low Fat,0.11089655,Fruits and Vegetables,191.5846,OUT045,2002,Small,Tier 2,Supermarket Type1,2101.9306,0.8691846787020797,Food,11,
NCK18,9.6,Non-Edible,0.006708517,Household,164.6184,OUT049,1999,Medium,Tier 1,Supermarket Type1,2972.1312,0.2758629525270204,Non-Consumable,14,
FDQ14,9.27,Low Fat,0.10341925699999999,Dairy,148.105,OUT010,1998,Small,Tier 3,Grocery Store,149.805,1.3015300326638561,Food,15,
FDS51,13.35,Low Fat,0.032180494,Meat,61.2194,OUT046,1997,Small,Tier 1,Supermarket Type1,433.4358,1.0010971354284754,Food,16,
FDA04,11.3,Regular,0.066717378,Frozen Foods,260.8962,OUT035,2004,Small,Tier 2,Supermarket Type1,4920.9278,0.998880837445379,Food,9,
FDP10,19.0,Low Fat,0.128814669,Snack Foods,107.6622,OUT017,2007,Small,Tier 2,Supermarket Type1,1164.4842,1.0051717207539559,Food,6,
FDT36,12.3,Low Fat,0.111500259,Baking Goods,35.6874,OUT045,2002,Small,Tier 2,Supermarket Type1,846.8976,0.9590022146821121,Food,11,
FDH38,6.425,Low Fat,0.010497273,Canned,118.3808,OUT017,2007,Small,Tier 2,Supermarket Type1,2812.3392,0.8923348542338752,Food,6,
FDC16,11.5,Regular,0.020653603,Dairy,84.954,OUT018,2009,Medium,Tier 3,Supermarket Type2,865.54,0.7621192933105985,Food,4,
FDF17,5.19,Low Fat,0.042687151,Frozen Foods,195.91099999999997,OUT049,1999,Medium,Tier 1,Supermarket Type1,2946.165,0.9984796942987083,Food,14,
FDU23,12.15,Low Fat,0.021705417,Breads,163.5184,OUT013,1987,High,Tier 3,Supermarket Type1,3137.2496,0.7457210252433142,Food,26,
FDB34,15.25,Low Fat,0.026651183999999998,Snack Foods,86.6198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1657.1762,0.9126287021415815,Food,14,
FDW26,11.8,Regular,0.106968096,Dairy,221.6772,OUT013,1987,High,Tier 3,Supermarket Type1,3113.2808,0.8623393599327156,Food,26,
FDP45,15.7,Regular,0.030686952000000003,Snack Foods,253.4724,OUT045,2002,Small,Tier 2,Supermarket Type1,1510.0344,1.001147705231588,Food,11,
FDD38,16.75,Regular,0.008191729,Canned,103.5674,OUT046,1997,Small,Tier 1,Supermarket Type1,1629.8784,0.5141826723247384,Food,16,
FDM60,10.8,Regular,0.048218142,Baking Goods,42.2138,OUT049,1999,Medium,Tier 1,Supermarket Type1,690.4346,0.8705975238347776,Food,14,
FDW26,11.8,Regular,0.10703694300000001,Dairy,220.3772,OUT035,2004,Small,Tier 2,Supermarket Type1,4447.544,0.8628943803559388,Food,9,
FDV51,16.35,Low Fat,0.032381325,Meat,166.1842,OUT027,1985,Medium,Tier 3,Supermarket Type2,5470.8786,0.8941417459590169,Food,28,
FDT33,7.81,Regular,0.034043502999999996,Snack Foods,168.7158,OUT049,1999,Medium,Tier 1,Supermarket Type1,2673.8528,0.9987441146279498,Food,14,
FDQ40,11.1,Regular,0.036027524,Frozen Foods,177.2712,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.6528,0.86288831385305,Food,16,
FDX40,12.85,Low Fat,0.06611236082486209,Frozen Foods,38.3164,OUT035,2004,Small,Tier 2,Supermarket Type1,502.0132,0.5771976890286344,Food,9,
FDU31,10.5,Regular,0.02498633,Fruits and Vegetables,216.7508,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.7112,0.9989633683019868,Food,9,
DRJ01,6.135,Low Fat,0.11503240599999999,Soft Drinks,161.0236,OUT046,1997,Small,Tier 1,Supermarket Type1,1288.9888,0.898894588687402,Drinks,16,
FDP11,15.85,Low Fat,0.068765925,Breads,216.9166,OUT027,1985,Medium,Tier 3,Supermarket Type2,4354.332,0.8445627773036187,Food,28,
NCN43,12.15,Non-Edible,0.0067270080000000005,Others,125.17299999999999,OUT027,1985,Medium,Tier 3,Supermarket Type2,3202.498,0.3685574136017866,Non-Consumable,28,
FDA15,9.3,Low Fat,0.016087659,Dairy,249.6092,OUT018,2009,Medium,Tier 3,Supermarket Type2,5976.2208,0.925280858248395,Food,4,
FDO04,16.6,Low Fat,0.06611236082486209,Frozen Foods,54.6614,OUT017,2007,Small,Tier 2,Supermarket Type1,884.1824,1.814982570347147,Food,6,
NCF43,8.51,Non-Edible,0.051936086,Household,142.947,OUT035,2004,Small,Tier 2,Supermarket Type1,3006.087,0.9469020734657484,Non-Consumable,9,
NCI17,8.645,Non-Edible,0.1442339,Health and Hygiene,95.441,OUT017,2007,Small,Tier 2,Supermarket Type1,3282.3940000000002,1.004637822516743,Non-Consumable,6,
FDY47,8.6,Regular,0.05443912,Breads,128.83100000000002,OUT013,1987,High,Tier 3,Supermarket Type1,1038.6480000000001,0.8993966668548462,Food,26,
FDF20,12.85,Low Fat,0.033059299,Fruits and Vegetables,196.4768,OUT027,1985,Medium,Tier 3,Supermarket Type2,6306.4576,0.8949656007560969,Food,28,
NCS53,14.5,Non-Edible,0.089778187,Health and Hygiene,158.4604,OUT046,1997,Small,Tier 1,Supermarket Type1,2693.8268,0.9138422337444478,Non-Consumable,16,
FDK38,6.65,Low Fat,0.053372768,Canned,149.5734,OUT049,1999,Medium,Tier 1,Supermarket Type1,2524.0478,0.9126287124723715,Food,14,
FDW43,20.1,Regular,0.022406575,Fruits and Vegetables,225.9036,OUT013,1987,High,Tier 3,Supermarket Type1,3643.2576,0.9975769555040717,Food,26,
FDV57,15.25,Regular,0.065896556,Snack Foods,179.266,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.128,0.9988461551401179,Food,16,
FDX26,17.7,Low Fat,0.088305201,Dairy,182.3292,OUT017,2007,Small,Tier 2,Supermarket Type1,4195.8716,0.8605615668265615,Food,6,
FDR04,7.075,Low Fat,0.022566975,Frozen Foods,97.3068,OUT046,1997,Small,Tier 1,Supermarket Type1,1263.6884,0.754221316166753,Food,16,
FDP19,11.5,Low Fat,0.06611236082486209,Fruits and Vegetables,129.3652,OUT013,1987,High,Tier 3,Supermarket Type1,2066.6432,0.4204184253313307,Food,26,
FDT07,5.82,Regular,0.077756427,Fruits and Vegetables,254.533,OUT017,2007,Small,Tier 2,Supermarket Type1,1281.665,0.9416430945101326,Food,6,
DRB24,8.785,Low Fat,0.020609218000000002,Soft Drinks,155.1656,OUT049,1999,Medium,Tier 1,Supermarket Type1,4016.1056,0.999293824963821,Drinks,14,
FDB36,5.465,Regular,0.06611236082486209,Baking Goods,129.1626,OUT046,1997,Small,Tier 1,Supermarket Type1,3672.5528,1.2342652863355414,Food,16,
NCE07,8.18,Non-Edible,0.013066448,Household,140.9154,OUT027,1985,Medium,Tier 3,Supermarket Type2,2127.231,0.5946972131856724,Non-Consumable,28,
FDI16,14.0,Regular,0.135118202,Frozen Foods,52.56399999999999,OUT027,1985,Medium,Tier 3,Supermarket Type2,2290.3520000000003,0.9694481454205381,Food,28,
FDP45,15.7,Regular,0.030624844,Snack Foods,252.2724,OUT046,1997,Small,Tier 1,Supermarket Type1,1258.362,0.9991214602765163,Food,16,
NCC43,7.39,Non-Edible,0.09270568300000001,Household,251.9066,OUT013,1987,High,Tier 3,Supermarket Type1,4267.1122,0.9970834097358575,Non-Consumable,26,
FDQ23,6.55,Low Fat,0.042941559000000004,Breads,102.9332,OUT019,1985,Small,Tier 1,Grocery Store,102.5332,1.5223207763681719,Food,28,
FDW24,6.8,Low Fat,0.03748996,Baking Goods,48.6034,OUT035,2004,Small,Tier 2,Supermarket Type1,291.6204,0.8488814107441397,Food,9,
FDW09,13.65,Regular,0.025795292999999997,Snack Foods,80.2302,OUT027,1985,Medium,Tier 3,Supermarket Type2,2139.2154,0.9073565263720418,Food,28,
FDN10,11.5,Low Fat,0.046115083,Snack Foods,120.2124,OUT035,2004,Small,Tier 2,Supermarket Type1,1540.6612,0.9196166118809327,Food,9,
FDE23,17.6,Regular,0.053170949,Starchy Foods,45.606,OUT035,2004,Small,Tier 2,Supermarket Type1,1724.422,0.9513444169949902,Food,9,
FDV16,7.75,Regular,0.08291501700000001,Frozen Foods,34.9558,OUT035,2004,Small,Tier 2,Supermarket Type1,645.1602,0.9017594618401688,Food,9,
FDF12,8.235,Low Fat,0.082028694,Baking Goods,148.6076,OUT027,1985,Medium,Tier 3,Supermarket Type2,3990.8052,0.9941495092887719,Food,28,
FDN21,18.6,Low Fat,0.076975118,Snack Foods,161.8236,OUT049,1999,Medium,Tier 1,Supermarket Type1,1611.236,0.9045559183096362,Food,14,
DRC25,5.73,Low Fat,0.045371855,Soft Drinks,86.0882,OUT046,1997,Small,Tier 1,Supermarket Type1,1116.5466,0.7876622292120321,Drinks,16,
NCP18,12.15,Non-Edible,0.028642712,Household,149.0708,OUT049,1999,Medium,Tier 1,Supermarket Type1,1203.7664,1.0003712668505973,Non-Consumable,14,
FDW60,5.44,Regular,0.017047751,Baking Goods,174.637,OUT013,1987,High,Tier 3,Supermarket Type1,2999.429,1.0003838538144465,Food,26,
FDY04,17.7,Regular,0.042562588,Frozen Foods,165.021,OUT045,2002,Small,Tier 2,Supermarket Type1,3425.5409999999997,1.0006469445853858,Food,11,
NCJ31,19.2,Non-Edible,0.18176926399999999,Others,240.6196,OUT027,1985,Medium,Tier 3,Supermarket Type2,4579.3724,0.9948517556841823,Non-Consumable,28,
DRN47,12.1,Low Fat,0.016812745,Hard Drinks,180.666,OUT013,1987,High,Tier 3,Supermarket Type1,4134.6179999999995,0.713226002819033,Drinks,26,
FDU13,8.355,Low Fat,0.06611236082486209,Canned,145.6418,OUT013,1987,High,Tier 3,Supermarket Type1,3384.2614,0.3474302965972998,Food,26,
FDT39,6.26,Regular,0.016516867,Meat,151.1366,OUT010,1998,Small,Tier 3,Grocery Store,453.4098,1.4726734621267101,Food,15,
NCQ18,15.75,Non-Edible,0.13496039699999998,Household,101.37,OUT013,1987,High,Tier 3,Supermarket Type1,2097.27,0.9992196358963488,Non-Consumable,26,
FDV25,5.905,Low Fat,0.045614252,Canned,221.5456,OUT013,1987,High,Tier 3,Supermarket Type1,6852.4136,0.8052816927237498,Food,26,
NCE30,16.0,Non-Edible,0.099136036,Household,210.3902,OUT046,1997,Small,Tier 1,Supermarket Type1,1486.7314,0.9348284894921917,Non-Consumable,16,
NCN42,20.25,Non-Edible,0.014222617,Household,148.9418,OUT046,1997,Small,Tier 1,Supermarket Type1,3531.4032,0.5780577113539609,Non-Consumable,16,
FDW25,5.175,Low Fat,0.037457098,Canned,83.4224,OUT049,1999,Medium,Tier 1,Supermarket Type1,1448.7808,1.0024186280103382,Food,14,
FDS49,9.0,Low Fat,0.07927948900000001,Canned,77.2644,OUT013,1987,High,Tier 3,Supermarket Type1,1335.5948,1.0313145250374243,Food,26,
FDN34,15.6,Regular,0.045835395,Snack Foods,168.2132,OUT049,1999,Medium,Tier 1,Supermarket Type1,2367.5848,0.8348980191415177,Food,14,
FDS45,5.175,Regular,0.029616108,Snack Foods,107.7622,OUT018,2009,Medium,Tier 3,Supermarket Type2,2011.3818,0.8332163037222794,Food,4,
NCL53,7.5,Non-Edible,0.06611236082486209,Health and Hygiene,175.4028,OUT027,1985,Medium,Tier 3,Supermarket Type2,6729.9064,1.5349946291987238,Non-Consumable,28,
FDT38,18.7,Low Fat,0.0576269,Dairy,83.3566,OUT049,1999,Medium,Tier 1,Supermarket Type1,1860.2452,0.9990051594639927,Food,14,
NCX06,17.6,Non-Edible,0.015687045,Household,182.6976,OUT046,1997,Small,Tier 1,Supermarket Type1,3440.8544,0.8686952726178566,Non-Consumable,16,
NCY17,18.2,Non-Edible,0.162960415,Health and Hygiene,43.5086,OUT013,1987,High,Tier 3,Supermarket Type1,1070.6064,1.133899669685192,Non-Consumable,26,
NCO18,13.15,Non-Edible,0.024651269,Household,179.5686,OUT046,1997,Small,Tier 1,Supermarket Type1,1422.1488,0.9986691362813894,Non-Consumable,16,
FDY47,8.6,Regular,0.09119581800000001,Breads,130.231,OUT010,1998,Small,Tier 3,Grocery Store,129.83100000000002,1.5066594526197556,Food,15,
FDF57,14.5,Regular,0.058542509000000006,Fruits and Vegetables,168.6448,OUT027,1985,Medium,Tier 3,Supermarket Type2,3408.8959999999997,0.8841236456273961,Food,28,
FDS26,20.35,Low Fat,0.08960832099999999,Dairy,262.1594,OUT049,1999,Medium,Tier 1,Supermarket Type1,3139.9128,0.8823755516880546,Food,14,
NCL17,7.39,Non-Edible,0.067766896,Health and Hygiene,140.6812,OUT035,2004,Small,Tier 2,Supermarket Type1,3704.5112,0.9974318155612436,Non-Consumable,9,
NCB18,19.6,Non-Edible,0.041355366,Household,88.7514,OUT049,1999,Medium,Tier 1,Supermarket Type1,2656.542,0.8645306260774135,Non-Consumable,14,
FDA50,16.25,Low Fat,0.14591330800000002,Dairy,95.441,OUT010,1998,Small,Tier 3,Grocery Store,193.082,1.4205751180817474,Food,15,
DRE13,6.28,Low Fat,0.027748176,Soft Drinks,86.5198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1395.5168,1.002011854286936,Drinks,14,
DRE60,9.395,Low Fat,0.159201868,Soft Drinks,226.072,OUT013,1987,High,Tier 3,Supermarket Type1,3621.952,0.8869549017137918,Drinks,26,
FDB20,7.72,Low Fat,0.052274691,Fruits and Vegetables,79.1986,OUT017,2007,Small,Tier 2,Supermarket Type1,778.9860000000001,1.004006245798922,Food,6,
NCS18,12.65,Non-Edible,0.042175992,Household,106.4938,OUT013,1987,High,Tier 3,Supermarket Type1,2465.4574,0.9978059903858006,Non-Consumable,26,
FDH19,19.35,Low Fat,0.057933643,Meat,175.1738,OUT019,1985,Small,Tier 1,Grocery Store,347.5476,1.580465748087372,Food,28,
FDS47,16.75,Low Fat,0.06611236082486209,Breads,88.7856,OUT045,2002,Small,Tier 2,Supermarket Type1,966.7416,0.5952612215191276,Food,11,
FDC09,15.5,Regular,0.026280116,Fruits and Vegetables,102.3332,OUT013,1987,High,Tier 3,Supermarket Type1,922.7988,0.879453270008337,Food,26,
DRG23,8.88,Low Fat,0.086916126,Hard Drinks,153.3682,OUT049,1999,Medium,Tier 1,Supermarket Type1,1219.7456,1.037182385655697,Drinks,14,
FDU34,18.25,Low Fat,0.075347426,Snack Foods,126.3046,OUT045,2002,Small,Tier 2,Supermarket Type1,747.0276,1.0009628682696803,Food,11,
FDZ40,8.935,Low Fat,0.040410039,Frozen Foods,52.9298,OUT017,2007,Small,Tier 2,Supermarket Type1,539.298,1.0039556759537107,Food,6,
NCE30,16.0,Non-Edible,0.09911729,Household,210.7902,OUT035,2004,Small,Tier 2,Supermarket Type1,4460.1942,0.9346517193128392,Non-Consumable,9,
FDA44,19.7,Low Fat,0.053439522,Fruits and Vegetables,55.093,OUT018,2009,Medium,Tier 3,Supermarket Type2,1018.674,0.9252808271475114,Food,4,
FDB32,20.6,Low Fat,0.023448504,Fruits and Vegetables,93.9778,OUT035,2004,Small,Tier 2,Supermarket Type1,2816.3340000000003,0.8074533977551225,Food,9,
NCO06,19.25,Non-Edible,0.10803043400000001,Household,32.4558,OUT046,1997,Small,Tier 1,Supermarket Type1,101.8674,0.8992799387989309,Non-Consumable,16,
FDY44,14.15,Regular,0.024404558,Fruits and Vegetables,198.31099999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,2553.343,0.999437544612559,Food,16,
FDG10,6.63,Regular,0.010961483000000001,Snack Foods,58.2588,OUT045,2002,Small,Tier 2,Supermarket Type1,343.5528,0.8096393681250362,Food,11,
FDF38,11.8,Regular,0.026358005,Canned,39.6138,OUT046,1997,Small,Tier 1,Supermarket Type1,365.5242,1.0004162707097526,Food,16,
FDW59,13.15,Low Fat,0.03627089,Breads,85.9566,OUT019,1985,Small,Tier 1,Grocery Store,169.1132,1.554594524164094,Food,28,
FDP34,12.85,Low Fat,0.137227848,Snack Foods,155.563,OUT046,1997,Small,Tier 1,Supermarket Type1,4224.501,0.9545136158277729,Food,16,
FDZ26,11.6,Regular,0.144832027,Dairy,239.8222,OUT017,2007,Small,Tier 2,Supermarket Type1,4063.3774,0.9269560043207654,Food,6,
FDH17,16.2,Regular,0.029157849,Frozen Foods,97.0726,OUT019,1985,Small,Tier 1,Grocery Store,293.6178,1.579579338413899,Food,28,
FDU44,12.15,Regular,0.058756205,Fruits and Vegetables,161.0552,OUT017,2007,Small,Tier 2,Supermarket Type1,3411.5592,0.8929743494205588,Food,6,
FDS23,4.635,Low Fat,0.14110815599999998,Breads,128.2994,OUT049,1999,Medium,Tier 1,Supermarket Type1,2698.4874,0.8889642951727664,Food,14,
DRE03,19.6,Low Fat,0.024325592000000004,Dairy,48.5718,OUT018,2009,Medium,Tier 3,Supermarket Type2,425.4462,0.9143475130616014,Drinks,4,
FDY57,20.2,Regular,0.121500143,Snack Foods,95.0752,OUT045,2002,Small,Tier 2,Supermarket Type1,2588.6304,1.0002716266453913,Food,11,
FDH50,15.0,Regular,0.160653682,Canned,185.2266,OUT027,1985,Medium,Tier 3,Supermarket Type2,5901.6512,0.994320212900586,Food,28,
DRY23,9.395,Regular,0.109096371,Soft Drinks,44.6112,OUT046,1997,Small,Tier 1,Supermarket Type1,511.3344,0.88848736894467,Drinks,16,
FDT27,11.395,Regular,0.069574013,Meat,232.8616,OUT035,2004,Small,Tier 2,Supermarket Type1,2812.3392,1.0005785130057094,Food,9,
FDB38,19.5,Regular,0.027458099,Canned,158.792,OUT018,2009,Medium,Tier 3,Supermarket Type2,2556.672,0.7824025670657506,Food,4,
FDY16,18.35,Regular,0.09222675400000001,Frozen Foods,184.4266,OUT046,1997,Small,Tier 1,Supermarket Type1,3504.1054,0.8699851999960919,Food,16,
FDG33,5.365,Regular,0.234733477,Seafood,173.4764,OUT010,1998,Small,Tier 3,Grocery Store,171.7764,1.4641166653401783,Food,15,
FDN04,11.8,Regular,0.014144442,Frozen Foods,180.4344,OUT018,2009,Medium,Tier 3,Supermarket Type2,535.3032,0.6569190021521334,Food,4,
FDJ48,11.3,Low Fat,0.056754035999999994,Baking Goods,247.5118,OUT017,2007,Small,Tier 2,Supermarket Type1,2470.118,0.8973272973889574,Food,6,
NCC07,19.6,Non-Edible,0.023999722,Household,104.0964,OUT045,2002,Small,Tier 2,Supermarket Type1,525.982,1.0024091023866184,Non-Consumable,11,
FDI35,14.0,Low Fat,0.041355366,Starchy Foods,182.0634,OUT049,1999,Medium,Tier 1,Supermarket Type1,4544.085,1.001099024564662,Food,14,
DRH49,19.7,Low Fat,0.024655594,Soft Drinks,84.3592,OUT046,1997,Small,Tier 1,Supermarket Type1,743.0328,0.8413768268547157,Drinks,16,
FDY51,12.5,Low Fat,0.081134826,Meat,220.0798,OUT046,1997,Small,Tier 1,Supermarket Type1,4848.3556,0.9998806795405533,Food,16,
NCG07,12.3,Non-Edible,0.052608525,Household,191.253,OUT045,2002,Small,Tier 2,Supermarket Type1,2656.542,0.9049281179006247,Non-Consumable,11,
FDA22,7.435,Low Fat,0.084452363,Starchy Foods,165.2158,OUT046,1997,Small,Tier 1,Supermarket Type1,2840.9686,1.078110144092242,Food,16,
FDA33,6.48,Low Fat,0.033899898,Snack Foods,146.9076,OUT046,1997,Small,Tier 1,Supermarket Type1,2956.152,0.9981932706330232,Food,16,
FDV03,17.6,Low Fat,0.058042925999999995,Meat,154.6314,OUT013,1987,High,Tier 3,Supermarket Type1,1861.5768,0.999586036560038,Food,26,
FDP27,8.155,Low Fat,0.11969288800000001,Meat,188.453,OUT045,2002,Small,Tier 2,Supermarket Type1,4364.319,0.8325550567742038,Food,11,
FDZ20,16.1,Low Fat,0.0343603,Fruits and Vegetables,253.4356,OUT049,1999,Medium,Tier 1,Supermarket Type1,2797.6916,0.8338388942437782,Food,14,
FDR56,15.5,Regular,0.10092250300000001,Fruits and Vegetables,199.0768,OUT049,1999,Medium,Tier 1,Supermarket Type1,2759.0752,0.9999442821322955,Food,14,
NCV41,14.349999999999998,Non-Edible,0.016956266,Health and Hygiene,109.3228,OUT027,1985,Medium,Tier 3,Supermarket Type2,2431.5016,0.9170444161610292,Non-Consumable,28,
FDU11,4.785,Low Fat,0.092576144,Breads,121.0098,OUT035,2004,Small,Tier 2,Supermarket Type1,2530.7058,0.9988296924818054,Food,9,
NCB30,14.6,Non-Edible,0.025742955,Household,197.1084,OUT049,1999,Medium,Tier 1,Supermarket Type1,4761.8016,0.8323284422060139,Non-Consumable,14,
FDX23,6.445,Low Fat,0.029812714,Baking Goods,95.4436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1229.0668,0.9015246005889131,Food,4,
FDY24,4.88,Regular,0.133382115,Baking Goods,55.0298,OUT013,1987,High,Tier 3,Supermarket Type1,647.1576,0.965595978828542,Food,26,
FDZ37,8.1,Regular,0.06611236082486209,Canned,88.5198,OUT013,1987,High,Tier 3,Supermarket Type1,261.6594,1.8790170245356521,Food,26,
FDL10,8.395,Low Fat,0.039484739,Snack Foods,97.9042,OUT035,2004,Small,Tier 2,Supermarket Type1,1686.4714,0.9212361378026814,Food,9,
NCE18,10.0,Non-Edible,0.021425341,Household,250.175,OUT046,1997,Small,Tier 1,Supermarket Type1,2996.1,0.998984972819462,Non-Consumable,16,
FDY60,10.5,Regular,0.02624324,Baking Goods,143.8128,OUT027,1985,Medium,Tier 3,Supermarket Type2,4458.1968,0.692654242465714,Food,28,
FDT24,12.35,Regular,0.185704641,Baking Goods,77.1328,OUT013,1987,High,Tier 3,Supermarket Type1,2239.7512,1.0813718489978892,Food,26,
NCV06,11.3,Non-Edible,0.066668724,Household,192.4478,OUT035,2004,Small,Tier 2,Supermarket Type1,2712.4692,0.9134066193821727,Non-Consumable,9,
FDP51,13.85,Regular,0.14930549699999998,Meat,119.6124,OUT019,1985,Small,Tier 1,Grocery Store,592.562,1.398852306269469,Food,28,
FDU49,19.5,Regular,0.030688557,Canned,85.75399999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,2163.85,0.997947923903657,Food,9,
FDQ16,19.7,Low Fat,0.041803291,Frozen Foods,110.3912,OUT049,1999,Medium,Tier 1,Supermarket Type1,3275.736,0.9999112875829946,Food,14,
FDV16,7.75,Regular,0.08286168599999999,Frozen Foods,32.6558,OUT013,1987,High,Tier 3,Supermarket Type1,679.1160000000001,0.9011794494901814,Food,26,
FDL36,15.1,Low Fat,0.076385385,Baking Goods,88.48299999999999,OUT018,2009,Medium,Tier 3,Supermarket Type2,988.7130000000001,0.8334402480558313,Food,4,
FDE09,8.775,Low Fat,0.021498767999999998,Fruits and Vegetables,111.5228,OUT027,1985,Medium,Tier 3,Supermarket Type2,1768.3648,0.5866200597484089,Food,28,
NCV54,11.1,Non-Edible,0.033102681,Household,116.6124,OUT035,2004,Small,Tier 2,Supermarket Type1,1540.6612,0.8002691944869442,Non-Consumable,9,
FDH27,7.075,Low Fat,0.058676973,Dairy,142.0128,OUT017,2007,Small,Tier 2,Supermarket Type1,2588.6304,0.8525088895262978,Food,6,
FDF33,7.97,Low Fat,0.021531416,Seafood,108.4596,OUT035,2004,Small,Tier 2,Supermarket Type1,3020.0688,0.6450697889828545,Food,9,
NCP18,12.15,Non-Edible,0.028592842,Household,151.0708,OUT035,2004,Small,Tier 2,Supermarket Type1,2858.9452,0.9986295143560067,Non-Consumable,9,
FDZ45,14.1,Low Fat,0.06714840700000001,Snack Foods,200.4084,OUT018,2009,Medium,Tier 3,Supermarket Type2,3968.1679999999997,0.8106639980372491,Food,4,
FDU25,12.35,Low Fat,0.026552056,Canned,56.2246,OUT027,1985,Medium,Tier 3,Supermarket Type2,1737.7379999999998,0.9939815427989536,Food,28,
FDQ40,11.1,Regular,0.06030268900000001,Frozen Foods,175.8712,OUT010,1998,Small,Tier 3,Grocery Store,175.7712,1.4442981325059938,Food,15,
DRD25,6.134999999999999,Low Fat,0.13826987300000002,Soft Drinks,111.686,OUT019,1985,Small,Tier 1,Grocery Store,452.744,1.5119045552606831,Drinks,28,
FDJ57,7.42,Regular,0.036109859,Seafood,186.5582,OUT010,1998,Small,Tier 3,Grocery Store,185.7582,1.2017161660202398,Food,15,
FDT43,16.35,Low Fat,0.020579897,Fruits and Vegetables,52.1324,OUT049,1999,Medium,Tier 1,Supermarket Type1,934.7832,0.9120537599059957,Food,14,
FDH44,19.1,Regular,0.025912378,Fruits and Vegetables,146.8418,OUT049,1999,Medium,Tier 1,Supermarket Type1,1765.7016,0.8992170849123976,Food,14,
FDR31,6.46,Regular,0.086077865,Fruits and Vegetables,143.8102,OUT019,1985,Small,Tier 1,Grocery Store,291.6204,1.5233572328786742,Food,28,
FDQ27,5.19,Regular,0.044432887000000004,Meat,102.899,OUT018,2009,Medium,Tier 3,Supermarket Type2,1651.184,0.8443803070031357,Food,4,
DRK13,11.8,Low Fat,0.115346634,Soft Drinks,200.2084,OUT049,1999,Medium,Tier 1,Supermarket Type1,4563.3932,1.0006191542413412,Drinks,14,
FDB04,11.35,Regular,0.063226306,Dairy,87.9856,OUT046,1997,Small,Tier 1,Supermarket Type1,1494.0552,0.9029122284336033,Food,16,
NCI54,15.2,Non-Edible,0.03366718,Household,109.6912,OUT045,2002,Small,Tier 2,Supermarket Type1,1419.4856,0.7914234909591162,Non-Consumable,11,
FDP19,11.5,Low Fat,0.17386795800000002,Fruits and Vegetables,128.8652,OUT045,2002,Small,Tier 2,Supermarket Type1,1291.652,1.1056524408737363,Food,11,
FDB37,20.25,Regular,0.022936487999999998,Baking Goods,240.8538,OUT035,2004,Small,Tier 2,Supermarket Type1,7931.6754,1.0006733023355747,Food,9,
NCR05,10.1,Non-Edible,0.054585372,Health and Hygiene,196.5084,OUT013,1987,High,Tier 3,Supermarket Type1,595.2252,0.9983272100994539,Non-Consumable,26,
FDZ15,13.1,Low Fat,0.020913071000000002,Dairy,120.1782,OUT045,2002,Small,Tier 2,Supermarket Type1,2026.0294,0.7648010243806276,Food,11,
NCQ29,12.0,Non-Edible,0.104230135,Health and Hygiene,259.5278,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.278,0.8862202214781059,Non-Consumable,16,
FDL04,19.0,Low Fat,0.111923422,Frozen Foods,106.5622,OUT046,1997,Small,Tier 1,Supermarket Type1,2117.244,0.9997754936039216,Food,16,
DRH49,19.7,Low Fat,0.024756031,Soft Drinks,83.8592,OUT018,2009,Medium,Tier 3,Supermarket Type2,247.6776,0.8448042585506955,Drinks,4,
FDT07,5.82,Regular,0.135375727,Fruits and Vegetables,256.133,OUT019,1985,Small,Tier 1,Grocery Store,256.33299999999997,1.6394222755868002,Food,28,
NCI55,18.6,Non-Edible,0.012679226000000002,Household,120.9414,OUT045,2002,Small,Tier 2,Supermarket Type1,2680.5108,1.0024853349896963,Non-Consumable,11,
FDP19,11.5,Low Fat,0.173483253,Fruits and Vegetables,129.0652,OUT035,2004,Small,Tier 2,Supermarket Type1,3487.4604,1.1032060440381195,Food,9,
FDV45,16.75,Low Fat,0.045138797,Snack Foods,187.9556,OUT045,2002,Small,Tier 2,Supermarket Type1,2816.3340000000003,0.9047245771531103,Food,11,
FDG26,18.85,Low Fat,0.04282359,Canned,254.433,OUT018,2009,Medium,Tier 3,Supermarket Type2,2050.6639999999998,1.0020208495289629,Food,4,
